Panic disorder,"Palpitations, Sweating, Trembling, Shortness of breath, Fear of losing control, Dizziness","Antidepressant medications, Cognitive Behavioral Therapy, Relaxation Techniques"
Anaphylaxis,"Skin reactions, Difficulty breathing, Rapid pulse, Nausea, Vomiting","Epinephrine, Antihistamines, Corticosteroids, Avoiding triggers"
Depression,"Persistent sadness, Loss of interest, Sleep changes, Fatigue, Suicidal thoughts","Psychotherapy, Antidepressants, Lifestyle changes"
Anxiety disorders,"Excessive worry, Restlessness, Fatigue, Difficulty concentrating, Irritability","Psychotherapy, Anti-anxiety medications, Relaxation techniques"
Bipolar disorder,"Mood swings, Elevated energy, Depressive episodes, Sleep changes","Mood stabilizers, Antipsychotics, Psychotherapy"
Schizophrenia,"Hallucinations, Delusions, Disorganized thinking, Reduced emotional expression","Antipsychotics, Psychosocial therapy, Supportive services"
Post-traumatic stress disorder,"Flashbacks, Nightmares, Severe anxiety, Uncontrollable thoughts","Psychotherapy, Medications, Support groups"
Obsessive-compulsive disorder,"Unwanted thoughts, Repetitive behaviors, Anxiety, Fear","Cognitive behavioral therapy, SSRIs, Exposure and response prevention"
Attention deficit hyperactivity disorder,"Inattention, Hyperactivity, Impulsivity, Disorganization","Stimulant medications, Behavioral therapy, Educational support"
Autism spectrum disorder,"Social communication difficulties, Repetitive behaviors, Restricted interests","Behavioral therapy, Speech therapy, Occupational therapy, Medications for specific symptoms"
Eating disorders,"Weight changes, Distorted body image, Abnormal eating habits","Psychotherapy, Nutritional counseling, Medications, Hospitalization in severe cases"
Substance use disorders,"Continued use despite negative consequences, Withdrawal symptoms, Cravings","Detoxification, Behavioral therapy, Support groups, Medications"
Concussion,"Headache, Confusion, Dizziness, Memory problems, Nausea","Rest, Gradual return to activities, Pain management"
Meningitis,"Stiff neck, Fever, Headache, Confusion, Light sensitivity","Antibiotics for bacterial causes, Antivirals for viral causes, Supportive care"
Encephalitis,"Headache, Fever, Confusion, Seizures, Personality changes","Antivirals, Anti-inflammatories, Supportive care"
Stroke,"Sudden numbness or weakness, Confusion, Difficulty speaking, Vision problems","Thrombolytics, Blood pressure management, Rehabilitation"
Transient ischemic attack,"Temporary stroke-like symptoms, Usually resolving within 24 hours","Antiplatelet therapy, Anticoagulants, Surgery in some cases"
Brain tumor,"Headaches, Seizures, Personality changes, Cognitive impairment, Vision problems","Surgery, Radiation therapy, Chemotherapy"
Hydrocephalus,"Head enlargement in infants, Headache, Vision problems, Cognitive impairment","Shunt placement, Endoscopic third ventriculostomy"
Spinal cord injury,"Loss of movement or sensation, Spasms, Pain, Difficulty breathing","Immobilization, Surgery, Rehabilitation, Assistive devices"
Carpal tunnel syndrome,"Numbness, Tingling, Weakness in hand and fingers","Wrist splint, Corticosteroid injections, Surgery"
Herniated disk,"Back pain, Leg pain, Numbness, Tingling, Weakness","Pain medications, Physical therapy, Epidural injections, Surgery"
Sciatica,"Lower back pain radiating to leg, Numbness, Tingling, Weakness","Pain medications, Physical therapy, Epidural injections, Surgery"
Achilles tendinitis,"Pain, Stiffness, Swelling in back of ankle","Rest, Ice, Physical therapy, Anti-inflammatories"
Rotator cuff tear,"Shoulder pain, Weakness, Limited range of motion, Crepitus","Physical therapy, Anti-inflammatories, Steroid injections, Surgery"
Tennis elbow,"Outer elbow pain, Weak grip, Pain with wrist extension","Rest, Physical therapy, Bracing, Corticosteroid injections"
Plantar fasciitis,"Heel pain, Worse in morning or after rest","Stretching, Orthotics, Night splints, Anti-inflammatories"
Bunions,"Bulging bump at base of big toe, Pain, Redness, Calluses","Proper footwear, Orthotics, Pain relievers, Surgery in severe cases"
Hammertoe,"Bent toe, Corns, Calluses, Pain","Proper footwear, Orthotics, Toe exercises, Surgery"
Peripheral neuropathy,"Numbness, Tingling, Burning pain, Sensitivity to touch","Treating underlying cause, Pain medications, Physical therapy"
Guillain-Barré syndrome,"Progressive weakness, Numbness, Tingling starting in extremities","Plasma exchange, Immunoglobulin therapy, Supportive care, Rehabilitation"
Myasthenia gravis,"Muscle weakness, Drooping eyelids, Difficulty speaking, Fatigue","Cholinesterase inhibitors, Immunosuppressants, Thymectomy"
Amyotrophic lateral sclerosis,"Muscle weakness, Twitching, Difficulty speaking, Breathing problems","Riluzole, Edaravone, Supportive care, Assistive devices"
Muscular dystrophy,"Progressive muscle weakness, Delayed motor development, Difficulty walking","Physical therapy, Corticosteroids, Supportive care, Assistive devices"
Leiomyoma,"Pelvic pressure, Abnormal bleeding, Urinary frequency","Medications, Myomectomy, Hysterectomy, Uterine artery embolization"
Lipoma,"Soft, movable lump under skin, Usually painless","Observation, Surgical removal if concerning"
Ganglion cyst,"Lump near joints or tendons, Pain with movement","Observation, Aspiration, Surgical removal"
Sebaceous cyst,"Slow-growing, painless lump, Small central opening","Incision and drainage, Complete excision"
Dermoid cyst,"Lump present since birth, May contain hair or teeth","Surgical removal"
Baker's cyst,"Swelling behind knee, Pain when bending or extending knee","Treating underlying knee problem, Aspiration, Corticosteroid injection"
Nabothian cyst,"Usually asymptomatic, Found during pelvic exam","Usually no treatment needed, Cauterization if symptomatic"
Pilonidal cyst,"Pain and swelling near tailbone, Drainage of pus, Fever","Incision and drainage, Surgical removal, Antibiotics"
Bartholin's cyst,"Painless lump near vaginal opening, Pain if infected","Sitz baths, Drainage, Marsupialization"
Ovarian cyst,"Pelvic pain, Bloating, Fullness, Painful intercourse","Observation, Pain medications, Hormonal birth control, Surgery if large or symptomatic"
Thyroid nodule,"Lump in neck, Difficulty swallowing, Hoarseness","Observation, Fine needle aspiration, Surgery if cancer suspected"
Thyroglossal duct cyst,"Midline neck mass, Movement with swallowing, Tenderness if infected","Surgical removal"
Branchial cleft cyst,"Lateral neck mass, Usually painless unless infected","Surgical removal"
Epididymal cyst,"Painless scrotal swelling, Smooth texture","Observation, Surgical removal if painful"
Hydrocele,"Painless scrotal swelling, Fluid collection around testicle","Observation, Surgical repair if large or uncomfortable"
Varicocele,"Enlarged veins in scrotum, Dull pain, Feeling of heaviness","Observation, Surgery or embolization if painful or affecting fertility"
Spermatocele,"Painless cyst above testicle, Smooth, filled with sperm fluid","Observation, Surgery if large or painful"
Hemangioma,"Red birthmark, May grow rapidly then regress","Observation, Laser therapy, Corticosteroids, Surgery"
Nevus,"Mole, Usually brown or black, Round or oval","Observation, Removal if suspicious changes"
Seborrheic keratosis,"Waxy, raised growth, Light to dark brown, Stuck-on appearance","Cryotherapy, Curettage, Shave excision"
Actinic keratosis,"Rough, scaly patch, Red or pink, Precancerous","Cryotherapy, Topical treatments, Photodynamic therapy"
Kaposi's sarcoma,"Purple, red, or brown lesions, Usually on skin or mucous membranes","Antiretroviral therapy for HIV-related cases, Chemotherapy, Radiation therapy"
Osteosarcoma,"Bone pain, Swelling, Limited movement, Fractures","Chemotherapy, Surgery, Radiation therapy"
Chondrosarcoma,"Pain, Swelling, Limited movement near affected bone","Surgery, Radiation therapy, Chemotherapy in aggressive cases"
Ewing sarcoma,"Pain, Swelling, Fever, Fatigue","Chemotherapy, Surgery, Radiation therapy"
Rhabdomyosarcoma,"Mass or swelling, Pain, Functional impairment","Chemotherapy, Surgery, Radiation therapy"
Liposarcoma,"Painless lump, Growing mass, Deep-seated pain","Surgery, Radiation therapy, Chemotherapy"
Merkel cell carcinoma,"Painless, firm, red or purple nodule, Rapid growth","Surgery, Radiation therapy, Immunotherapy"
Non-Hodgkin lymphoma,"Enlarged lymph nodes, Weight loss, Fever, Night sweats, Fatigue","Chemotherapy, Radiation therapy, Immunotherapy, Stem cell transplant"
Hodgkin lymphoma,"Enlarged lymph nodes, Weight loss, Fever, Night sweats, Itching","Chemotherapy, Radiation therapy, Immunotherapy, Stem cell transplant"
Burkitt lymphoma,"Rapidly growing tumor, Abdominal mass, Facial bone distortion","Intensive chemotherapy, CNS prophylaxis"
Chronic lymphocytic leukemia,"Enlarged lymph nodes, Fatigue, Frequent infections, Easy bruising, Night sweats","Watchful waiting, Chemotherapy, Targeted therapy, Immunotherapy"
Acute myeloid leukemia,"Fatigue, Fever, Shortness of breath, Easy bruising, Frequent infections","Chemotherapy, Stem cell transplant, Targeted therapy"
Chronic myeloid leukemia,"Fatigue, Weight loss, Night sweats, Enlarged spleen, Bone pain","Tyrosine kinase inhibitors, Chemotherapy, Stem cell transplant"
Acute lymphoblastic leukemia,"Fatigue, Fever, Bone pain, Easy bruising, Frequent infections","Chemotherapy, Targeted therapy, Stem cell transplant"
Myelodysplastic syndrome,"Fatigue, Shortness of breath, Easy bruising, Frequent infections","Supportive care, Growth factors, Chemotherapy, Stem cell transplant"
Myelofibrosis,"Fatigue, Enlarged spleen, Bone pain, Easy bruising, Night sweats","JAK inhibitors, Blood transfusions, Stem cell transplant"
Polycythemia vera,"Headache, Dizziness, Itching, Fatigue, Enlarged spleen","Phlebotomy, Hydroxyurea, Aspirin, JAK inhibitors"
Essential thrombocythemia,"Headache, Dizziness, Burning pain in hands and feet, Easy bruising","Aspirin, Hydroxyurea, Anagrelide, Interferon"
Aplastic anemia,"Fatigue, Shortness of breath, Easy bruising, Frequent infections","Immunosuppressive therapy, Blood transfusions, Stem cell transplant"
Iron deficiency anemia,"Fatigue, Pale skin, Weakness, Headache, Brittle nails","Iron supplements, Treating underlying cause"
Vitamin B12 deficiency anemia,"Fatigue, Pale skin, Numbness and tingling, Memory problems","Vitamin B12 supplements, Treating underlying cause"
Folate deficiency anemia,"Fatigue, Pale skin, Shortness of breath, Irritability","Folate supplements, Dietary changes"
Hemolytic anemia,"Fatigue, Jaundice, Dark urine, Enlarged spleen","Treating underlying cause, Corticosteroids, Immunosuppressants"
Sickle cell anemia,"Pain crises, Fatigue, Frequent infections, Delayed growth","Pain management, Hydroxyurea, Blood transfusions, Stem cell transplant"
Thalassemia,"Fatigue, Weakness, Facial bone deformities, Delayed growth","Blood transfusions, Iron chelation therapy, Stem cell transplant"
Idiopathic thrombocytopenic purpura,"Easy bruising, Petechiae, Bleeding from gums or nose","Corticosteroids, Immunoglobulin therapy, Splenectomy, Thrombopoietin receptor agonists"
Hemochromatosis,"Joint pain, Fatigue, Abdominal pain, Skin darkening","Phlebotomy, Iron chelation therapy"
von Willebrand disease,"Easy bruising, Heavy menstrual bleeding, Prolonged bleeding from cuts","Desmopressin, von Willebrand factor replacement, Antifibrinolytics"
Hemophilia A,"Easy bruising, Joint bleeding, Spontaneous bleeding","Factor VIII replacement, Prophylactic treatment"
Hemophilia B,"Easy bruising, Joint bleeding, Spontaneous bleeding","Factor IX replacement, Prophylactic treatment"
Factor V Leiden,"Usually asymptomatic, Increased risk of blood clots","Anticoagulants if clots develop, Preventive measures"
Protein C deficiency,"Increased risk of blood clots, Skin necrosis with warfarin","Anticoagulants, Protein C concentrate"
Protein S deficiency,"Increased risk of blood clots, Recurrent miscarriages","Anticoagulants, Preventive measures"
Antithrombin deficiency,"Increased risk of blood clots, Recurrent thrombosis","Anticoagulants, Antithrombin concentrate"
Factor XI deficiency,"Bleeding after surgery or trauma, Easy bruising","Fresh frozen plasma, Factor XI concentrate"
Bernard-Soulier syndrome,"Easy bruising, Nosebleeds, Heavy menstrual bleeding","Platelet transfusions, Antifibrinolytics"
Glanzmann thrombasthenia,"Easy bruising, Nosebleeds, Heavy menstrual bleeding","Platelet transfusions, Antifibrinolytics, Recombinant factor VIIa"
Scott syndrome,"Bleeding tendency, Prolonged bleeding time","Platelet transfusions, Fresh frozen plasma"
Gray platelet syndrome,"Easy bruising, Nosebleeds, Absence of platelet alpha granules","Platelet transfusions, Antifibrinolytics"
Wiskott-Aldrich syndrome,"Eczema, Thrombocytopenia, Recurrent infections","Stem cell transplant, IVIG, Splenectomy"
DiGeorge syndrome,"Heart defects, Hypoparathyroidism, Immune deficiency, Characteristic facial features","Calcium supplements, Thymus transplant, Heart surgery"
Severe combined immunodeficiency,"Recurrent severe infections, Failure to thrive, Persistent diarrhea","Stem cell transplant, Gene therapy, IVIG"
Common variable immunodeficiency,"Recurrent infections, Autoimmune disorders, Increased cancer risk","IVIG, Antibiotics, Treatment of complications"
X-linked agammaglobulinemia,"Recurrent bacterial infections, Absence of tonsils and lymph nodes","IVIG, Antibiotics"
Chronic granulomatous disease,"Recurrent bacterial and fungal infections, Granuloma formation","Antibiotics, Antifungals, Interferon-gamma, Stem cell transplant"
Hyper-IgE syndrome,"Recurrent skin and lung infections, Eczema, Distinctive facial features","Antibiotics, Antifungals, IVIG"
Hyper-IgM syndrome,"Recurrent infections, Neutropenia, Autoimmune disorders","IVIG, Antibiotics, Stem cell transplant"
Selective IgA deficiency,"Usually asymptomatic, Recurrent sinopulmonary infections","Usually no treatment needed, Antibiotics for infections"
C1 esterase inhibitor deficiency,"Recurrent angioedema, Abdominal pain, Laryngeal edema","C1 inhibitor replacement, Bradykinin receptor antagonists, Preventive medications"
Complement component deficiencies,"Recurrent infections, Autoimmune disorders","Treatment of infections, Immunizations, Preventive antibiotics"
Leukocyte adhesion deficiency,"Delayed umbilical cord separation, Recurrent infections without pus formation","Antibiotics, Stem cell transplant"
Cystic fibrosis,"Persistent cough, Frequent lung infections, Poor growth, Salty-tasting skin","Airway clearance techniques, Antibiotics, CFTR modulators, Lung transplant"
Alpha-1 antitrypsin deficiency,"Shortness of breath, Chronic cough, Recurrent respiratory infections","Augmentation therapy, Bronchodilators, Lung transplant"
Primary ciliary dyskinesia,"Chronic sinusitis, Bronchiectasis, Situs inversus in some cases","Airway clearance techniques, Antibiotics, Bronchodilators"
Kartagener syndrome,"Chronic sinusitis, Bronchiectasis, Situs inversus","Airway clearance techniques, Antibiotics, Bronchodilators"
Pulmonary alveolar proteinosis,"Shortness of breath, Dry cough, Fatigue","Whole lung lavage, GM-CSF therapy"
Idiopathic pulmonary fibrosis,"Progressive shortness of breath, Dry cough, Fatigue","Antifibrotic medications, Oxygen therapy, Lung transplant"
Sarcoidosis,"Persistent dry cough, Shortness of breath, Skin lesions, Eye inflammation","Corticosteroids, Immunosuppressants, Treating specific organ involvement"
Wegener's granulomatosis,"Sinus congestion, Bloody nose, Shortness of breath, Kidney problems","Corticosteroids, Cyclophosphamide, Rituximab"
Churg-Strauss syndrome,"Asthma, Sinusitis, Rash, Nerve damage","Corticosteroids, Immunosuppressants"
Microscopic polyangiitis,"Kidney inflammation, Shortness of breath, Rash, Nerve damage","Corticosteroids, Cyclophosphamide, Rituximab"
Polyarteritis nodosa,"Fever, Weight loss, Muscle and joint pain, Abdominal pain","Corticosteroids, Cyclophosphamide"
Giant cell arteritis,"Headache, Scalp tenderness, Jaw pain, Vision changes","Corticosteroids, Tocilizumab"
Takayasu arteritis,"Weak pulses, Blood pressure differences between arms, Fatigue","Corticosteroids, Immunosuppressants, Vascular procedures"
Kawasaki disease,"Fever, Rash, Swollen hands and feet, Bloodshot eyes, Lymph node swelling","IVIG, Aspirin"
Rheumatic fever,"Joint pain, Carditis, Chorea, Erythema marginatum, Subcutaneous nodules","Antibiotics, Anti-inflammatory drugs, Heart failure management"
Behçet's disease,"Mouth ulcers, Genital ulcers, Eye inflammation, Skin lesions","Corticosteroids, Immunosuppressants, Colchicine"
Goodpasture syndrome,"Hemoptysis, Shortness of breath, Hematuria, Kidney failure","Plasmapheresis, Corticosteroids, Cyclophosphamide"
IgA nephropathy,"Hematuria, Proteinuria, Edema, Hypertension","ACE inhibitors, Corticosteroids, Immunosuppressants"
Minimal change disease,"Nephrotic syndrome, Edema, Proteinuria, Hypoalbuminemia","Corticosteroids, Calcineurin inhibitors, Cyclophosphamide"
Focal segmental glomerulosclerosis,"Proteinuria, Edema, Hypertension, Progressive kidney failure","Corticosteroids, Calcineurin inhibitors, Rituximab"
Membranous nephropathy,"Proteinuria, Edema, Hypertension, Thrombotic events","Corticosteroids, Cyclophosphamide, Calcineurin inhibitors, Rituximab"
Membranoproliferative glomerulonephritis,"Hematuria, Proteinuria, Hypertension, Edema","Treating underlying cause, Corticosteroids, Immunosuppressants"
Rapidly progressive glomerulonephritis,"Hematuria, Rapid decline in kidney function, Edema","Corticosteroids, Cyclophosphamide, Plasmapheresis"
Alport syndrome,"Hematuria, Hearing loss, Eye abnormalities, Progressive kidney failure","ACE inhibitors, Dialysis, Kidney transplant"
Polycystic kidney disease,"Abdominal pain, High blood pressure, Blood in urine, Kidney stones","Tolvaptan, Pain management, Blood pressure control, Dialysis, Transplant"
Medullary sponge kidney,"Kidney stones, Blood in urine, Urinary tract infections","Hydration, Treating infections, Stone prevention"
Renal tubular acidosis,"Growth failure in children, Kidney stones, Bone disease","Alkali supplements, Potassium supplements, Treating underlying cause"
Gitelman syndrome,"Muscle weakness, Cramps, Salt craving, Low blood pressure","Magnesium and potassium supplements, Salt intake"
Bartter syndrome,"Salt craving, Muscle weakness, Growth failure in children","Potassium supplements, NSAIDs, Potassium-sparing diuretics"
Liddle syndrome,"High blood pressure, Low potassium, Alkalosis","Amiloride, Triamterene, Low sodium diet"
Pseudohypoaldosteronism,"Salt wasting, Dehydration, Hyperkalemia","Salt supplements, Treatment of hyperkalemia"
Cystinuria,"Recurrent kidney stones, Flank pain, Blood in urine","Hydration, Alkalinization of urine, Chelating agents"
Fanconi syndrome,"Polyuria, Bone disease, Growth failure in children","Electrolyte replacement, Vitamin D supplements, Treating underlying cause"
Neurogenic bladder,"Urinary retention, Overflow incontinence, Frequent UTIs","Catheterization, Medications, Botox injections, Surgery"
Interstitial cystitis,"Bladder pain, Urgency, Frequency, Pelvic pain","Dietary modifications, Medications, Bladder instillations, Physical therapy"
Overactive bladder,"Urgency, Frequency, Urge incontinence, Nocturia","Behavioral therapies, Medications, Botox injections, Neuromodulation"
Stress urinary incontinence,"Urine leakage with physical activity, coughing, or sneezing","Pelvic floor exercises, Surgery, Devices"
Vesicoureteral reflux,"Urinary tract infections, Kidney damage if severe","Antibiotics, Surgery in severe cases"
Urethral stricture,"Weak urine stream, Incomplete emptying, UTIs, Urinary retention","Dilation, Urethroplasty"
Hydronephrosis,"Flank pain, Urinary tract infections, Nausea, Vomiting","Treating underlying cause, Nephrostomy tube, Surgery"
Hypospadias,"Abnormal urethral opening, Abnormal urine stream, Chordee","Surgical correction"
Epispadias,"Abnormal urethral opening on upper surface of penis","Surgical correction"
Cryptorchidism,"Undescended testicle, Empty scrotum on affected side","Hormone therapy, Orchiopexy"
Testicular torsion,"Sudden severe testicular pain, Swelling, Nausea, Vomiting","Emergency surgery"
Epididymitis,"Testicular pain, Swelling, Redness, Warmth","Antibiotics, Pain management, Scrotal support"
Orchitis,"Testicular pain, Swelling, Fever, Nausea","Antibiotics for bacterial causes, Pain management, Support"
Erectile dysfunction,"Difficulty achieving or maintaining erection, Reduced sexual desire","PDE5 inhibitors, Testosterone therapy, Vacuum devices, Surgery"
Peyronie's disease,"Curved erection, Pain with erection, Erectile dysfunction","Medications, Surgery, Traction devices"
Priapism,"Prolonged painful erection, Erection unrelated to sexual desire","Emergency treatment, Medications, Surgery"
Premature ejaculation,"Ejaculation occurring sooner than desired","Behavioral techniques, Topical anesthetics, SSRIs"
Prostatitis,"Pelvic pain, Difficult urination, Pain with ejaculation, Flu-like symptoms","Antibiotics, Alpha-blockers, Pain management, Anti-inflammatories"
Testicular microlithiasis,"Usually asymptomatic, Calcium deposits in testes","Monitoring, No specific treatment needed"
Vaginismus,"Involuntary muscle spasm of vagina, Pain with intercourse","Pelvic floor physical therapy, Dilators, Psychotherapy"
Vulvodynia,"Chronic vulvar pain, Burning, Stinging, Irritation","Medications, Physical therapy, Biofeedback, Nerve blocks"
Dysmenorrhea,"Painful menstruation, Cramping, Low back pain","NSAIDs, Hormonal contraceptives, Treating underlying cause"
Amenorrhea,"Absence of menstruation","Treating underlying cause, Hormonal therapy"
Menorrhagia,"Heavy menstrual bleeding, Prolonged periods","Hormonal therapy, Tranexamic acid, NSAIDs, Endometrial ablation, Hysterectomy"
Dysfunctional uterine bleeding,"Irregular heavy bleeding, Bleeding between periods","Hormonal therapy, NSAIDs, Tranexamic acid, Endometrial ablation, Hysterectomy"
Premenstrual syndrome,"Mood swings, Breast tenderness, Bloating, Headaches before period","Lifestyle changes, NSAIDs, Hormonal contraceptives, SSRIs"
Premenstrual dysphoric disorder,"Severe PMS symptoms, Depression, Anxiety, Irritability","SSRIs, Hormonal contraceptives, Lifestyle changes"
Asherman syndrome,"Reduced menstrual flow, Infertility, Recurrent pregnancy loss","Hysteroscopic surgery, Hormonal therapy"
Primary ovarian insufficiency,"Amenorrhea, Hot flashes, Night sweats, Vaginal dryness","Hormone replacement therapy, Calcium and vitamin D supplements"
Ovarian hyperstimulation syndrome,"Abdominal pain, Bloating, Nausea, Vomiting, Shortness of breath","IV fluids, Pain management, Anticoagulants, Paracentesis"
Gestational diabetes,"Usually asymptomatic, Detected through screening","Diet control, Exercise, Insulin if needed"
Preeclampsia,"High blood pressure, Protein in urine, Swelling, Headaches","Blood pressure management, Delivery of baby, Magnesium sulfate"
Placenta previa,"Painless vaginal bleeding during pregnancy","Bed rest, Cesarean delivery"
Placental abruption,"Vaginal bleeding, Abdominal pain, Back pain, Uterine tenderness","Emergency delivery, Blood transfusions"
Hyperemesis gravidarum,"Severe nausea and vomiting during pregnancy, Dehydration, Weight loss","IV fluids, Antiemetics, Vitamin supplements, Hospitalization if severe"
Ectopic pregnancy,"Abdominal pain, Vaginal bleeding, Shoulder pain, Dizziness","Medication to dissolve pregnancy, Surgery"
Molar pregnancy,"Abnormal vaginal bleeding, Severe nausea, Grape-like tissue passage","Dilation and curettage, Chemotherapy if persistent"
Intrauterine growth restriction,"Fetal weight below 10th percentile, Small fundal height","Monitoring, Early delivery if necessary"
Oligohydramnios,"Low amniotic fluid, Abnormal fetal position, Cord compression","Hydration, Amnioinfusion, Early delivery if necessary"
Polyhydramnios,"Excessive amniotic fluid, Abdominal discomfort, Shortness of breath","Amnioreduction, Medications, Treating underlying cause"
Preterm labor,"Contractions, Cervical changes before 37 weeks","Tocolytics, Corticosteroids for fetal lung maturity, Bed rest"
Premature rupture of membranes,"Fluid leakage from vagina, Pressure sensation","Antibiotics, Corticosteroids, Delivery timing based on gestational age"
Postpartum hemorrhage,"Excessive bleeding after childbirth, Hypotension, Tachycardia","Uterine massage, Medications, Blood transfusions, Surgery if severe"
Puerperal infection,"Fever, Uterine tenderness, Foul-smelling lochia","Antibiotics, Supportive care"
Mastitis,"Breast pain, Redness, Warmth, Fever","Antibiotics, Pain relievers, Continued breastfeeding"
Postpartum thyroiditis,"Fatigue, Depression, Palpitations, Weight changes","Usually self-limiting, Thyroid hormone or beta-blockers if needed"
Postpartum depression,"Sadness, Anxiety, Fatigue, Loss of interest, Thoughts of harming self or baby","Psychotherapy, Antidepressants, Support groups"
Postpartum psychosis,"Confusion, Hallucinations, Delusions, Paranoia, Thoughts of harming self or baby","Hospitalization, Antipsychotics, Mood stabilizers, Therapy"
Sheehan's syndrome,"Failure to lactate, Amenorrhea, Fatigue, Low blood pressure","Hormone replacement therapy"
Peripartum cardiomyopathy,"Shortness of breath, Fatigue, Swelling, Heart failure symptoms","Heart failure treatment, ACE inhibitors, Beta-blockers, Anticoagulants"
Cephalopelvic disproportion,"Failure to progress in labor, Fetal distress","Cesarean delivery"
Shoulder dystocia,"Difficulty delivering shoulders after head is delivered","Specialized maneuvers, Emergency procedures"
Uterine rupture,"Sudden abdominal pain, Vaginal bleeding, Fetal distress","Emergency surgery, Blood transfusions"
Uterine inversion,"Heavy bleeding, Shock, Pelvic pain","Manual replacement, Surgery, Blood transfusions"
Retained placenta,"Placenta not delivered within 30 minutes of birth, Bleeding","Manual removal, Dilation and curettage"
Amniotic fluid embolism,"Shortness of breath, Hypotension, Seizures, Bleeding, Sudden collapse","Supportive care, Treatment of complications"
Chorioamnionitis,"Fever, Uterine tenderness, Foul-smelling amniotic fluid","Antibiotics, Delivery of baby"
Symphysis pubis dysfunction,"Pelvic pain, Waddling gait, Pain with movement","Physical therapy, Pain management, Support belt"
Diastasis recti,"Separation of abdominal muscles, Bulging of abdomen","Physical therapy, Surgical repair in severe cases"
Perineal tears,"Pain, Bleeding, Difficulty with bowel movements","Suturing, Pain management, Sitz baths"
Obstetric fistula,"Leakage of urine or feces into vagina, Incontinence","Surgical repair, Supportive care"
Hyperemesis gravidarum,"Severe nausea and vomiting, Dehydration, Weight loss, Electrolyte imbalance","IV fluids, Antiemetics, Nutritional support, Hospitalization if severe"
Placenta accreta,"Abnormal placental attachment, Heavy bleeding after delivery","Planned cesarean hysterectomy, Blood transfusions"
HELLP syndrome,"Hemolysis, Elevated liver enzymes, Low platelets, Abdominal pain","Delivery of baby, Blood pressure control, Magnesium sulfate"
Cholestasis of pregnancy,"Intense itching, Especially on palms and soles, Dark urine, Light stools","Ursodeoxycholic acid, Early delivery, Monitoring"
Gestational trophoblastic disease,"Abnormal vaginal bleeding, Enlarged uterus, Hyperemesis, High hCG levels","Dilation and curettage, Chemotherapy"
Twin-to-twin transfusion syndrome,"Size discrepancy between twins, Polyhydramnios in one sac, Oligohydramnios in other","Laser ablation of connecting vessels, Amnioreduction"
Vasa previa,"Painless vaginal bleeding, Fetal distress","Cesarean delivery before labor"
Uterine atony,"Heavy bleeding after delivery, Boggy uterus","Uterine massage, Uterotonics, Balloon tamponade, Surgery if severe"
Pregnancy-induced hypertension,"High blood pressure, Usually without protein in urine","Blood pressure management, Monitoring"
Hyperparathyroidism,"Kidney stones, Bone pain, Abdominal pain, Fatigue","Surgery to remove parathyroid adenoma, Medications"
Hypoparathyroidism,"Muscle cramps, Tingling, Seizures, Abnormal heart rhythm","Calcium supplements, Vitamin D, Parathyroid hormone"
Acromegaly,"Enlarged hands and feet, Coarse facial features, Joint pain","Surgery, Medication to lower growth hormone, Radiation therapy"
Gigantism,"Excessive height, Joint pain, Delayed puberty","Surgery, Medication to lower growth hormone, Radiation therapy"
Growth hormone deficiency,"Short stature, Delayed puberty, Increased fat, Reduced muscle","Growth hormone replacement therapy"
Pituitary apoplexy,"Sudden headache, Vision changes, Hormone deficiencies","Surgery, Hormone replacement therapy"
Empty sella syndrome,"Usually asymptomatic, Headache, Visual disturbances","Treatment of any hormone deficiencies"
Craniopharyngioma,"Headache, Vision problems, Hormone deficiencies, Growth failure in children","Surgery, Radiation therapy, Hormone replacement"
Pituitary adenoma,"Headache, Vision problems, Hormone imbalances","Surgery, Radiation therapy, Medications"
Prolactinoma,"Irregular periods, Galactorrhea, Decreased libido, Infertility","Dopamine agonists, Surgery in resistant cases"
Syndrome of inappropriate antidiuretic hormone,"Headache, Confusion, Seizures, Nausea","Fluid restriction, Treating underlying cause, Vasopressin receptor antagonists"
Diabetes insipidus,"Excessive thirst, Excessive urination, Dehydration","Desmopressin, Treating underlying cause"
Adrenocortical insufficiency,"Fatigue, Weight loss, Darkening of skin, Low blood pressure","Cortisol replacement, Aldosterone replacement"
Congenital adrenal hyperplasia,"Ambiguous genitalia in females, Early puberty, Short stature","Corticosteroids, Salt supplements in salt-wasting forms"
Pheochromocytoma,"High blood pressure, Headache, Sweating, Palpitations","Alpha-blockers, Beta-blockers, Surgical removal"
Neuroblastoma,"Abdominal mass, Bone pain, Proptosis, Dark circles around eyes","Surgery, Chemotherapy, Radiation therapy, Immunotherapy"
Wilms' tumor,"Abdominal mass, Hematuria, Hypertension, Fever","Surgery, Chemotherapy, Radiation therapy"
Retinoblastoma,"White pupillary reflex, Strabismus, Vision loss, Red and painful eye","Surgery, Chemotherapy, Radiation therapy, Laser therapy"
Medulloblastoma,"Headache, Vomiting, Balance problems, Neck pain","Surgery, Radiation therapy, Chemotherapy"
Glioblastoma,"Headache, Seizures, Cognitive changes, Personality changes","Surgery, Radiation therapy, Chemotherapy, Tumor treating fields"
Meningioma,"Headache, Seizures, Vision changes, Personality changes","Surgery, Radiation therapy, Observation in asymptomatic cases"
